id,czech,translation,pronunciation,audio,sequence,level_id,part_id,language_id
17345,humánní,humane,hjuːmˈeɪn,humane,7145,5,,1
17346,humanista,humanist,hjˈuːmɐnˌɪst,humanist,7146,5,,1
17347,humanizovat,humanise,hjˈuːmɐnˌaɪz,humanise,7147,5,,1
17348,pokořit,humble,hˈʌmbəl,humble,7148,5,,1
17349,švindl,humbug,hˈʌmbʌɡ,humbug,7149,5,,1
17350,ponížit,humiliate,hjuːmˈɪlɪˌeɪt,humiliate,7150,5,,1
17351,ponižující,humiliating,hjuːmˈɪlɪˌeɪɾɪŋ,humiliating,7151,5,,1
17352,vznášet se,hover,hˈʌvɚ,hover,7152,5,,1
17353,ponížení,humiliation,hjˌuːmɪlɪˈeɪʃən,humiliation,7153,5,,1
17354,bobule,berry,bˈɛɹi,berry,7154,5,,1
17355,benevolentní,benevolent,bənˈɛvələnt,benevolent,7155,5,,1
17356,utišit,hush,hˈʌʃ,hush,7156,5,,1
17357,hybridní,hybrid,hˈaɪbɹɪd,hybrid,7157,5,,1
17358,hygiena,hygiene,hˈaɪdʒiːn,hygiene,7158,5,,1
17359,nadsázka,hyperbole,haɪpˈɜːbəli,hyperbole,7159,5,,1
17360,pomlčka,hyphen,hˈaɪfən,hyphen,7160,5,,1
17361,shovívavost,benevolence,bənˈɛvələns,benevolence,7161,5,,1
17362,mít prospěch z něčeho,benefit,bˈɛnɪfˌɪt,benefit,7162,5,,1
17363,ledař,iceman,ˈaɪsmən,iceman,7163,5,,1
17364,lov,hunting,hˈʌntɪŋ,hunting,7164,5,,1
17365,únos,hijack,hˈaɪdʒæk,hijack,7165,5,,1
17366,hospodyňka,housewife,hˈaʊswaɪf,housewife,7166,5,,1
17367,hospodyně,housekeeper,hˈaʊskiːpɚ,housekeeper,7167,5,,1
17368,veselý,hilarious,hɪlˈɛɹiəs,hilarious,7168,5,,1
17369,náznak,hint,hˈɪnt,hint,7169,5,,1
17370,nabídka,bidding,bˈɪdɪŋ,bidding,7170,5,,1
17371,nabídka,bid,bˈɪd,bid,7171,5,,1
17372,držák,holder,hˈoʊldɚ,holder,7172,5,,1
17373,zmatek,bewilderment,bᵻwˈɪldɚmənt,bewilderment,7173,5,,1
17374,zmást,bewilder,bᵻwˈɪldɚ,bewilder,7174,5,,1
17375,dutý,hollow,hˈɑːloʊ,hollow,7175,5,,1
17376,holocaust,holocaust,hˈɑːləkˌɔːst,holocaust,7176,5,,1
17377,domů,homeward,hˈoʊmwɚd,homeward,7177,5,,1
17378,hospodář,housemaster,hˈaʊsmæstɚ,housemaster,7178,5,,1
17379,vypilovat,hone,hˈoʊn,hone,7179,5,,1
17380,kapuce,hood,hˈʊd,hood,7180,5,,1
17381,háček,hook,hˈʊk,hook,7181,5,,1
17382,zradit,betray,bᵻtɹˈeɪ,betray,7182,5,,1
17383,hospic,hospice,hˈɑːspɪs,hospice,7183,5,,1
17384,pohostinný,hospitable,hɑːspˈɪɾəbəl,hospitable,7184,5,,1
17385,bestseller,bestseller,bɛstsˈɛlɚ,bestseller,7185,5,,1
17386,pohostinství,hospitality,hˌɑːspɪtˈælᵻɾi,hospitality,7186,5,,1
17387,hospitalizovat,hospitalise,hˈɑːspɪɾəlˌaɪz,hospitalise,7187,5,,1
17388,propůjčit,bestow,bᵻstˈoʊ,bestow,7188,5,,1
17389,hodinově,hourly,ˈaʊɚli,hourly,7189,5,,1
17390,ctihodný,honourable,ˈɑːnɚɹəbəl,honourable,7190,5,,1
17391,instinkt,instinct,ˈɪnstɪŋkt,instinct,7191,5,,1
17392,zaháknout,hook,hˈʊk,hook,7192,5,,1
17393,bez života,lifeless,lˈaɪfləs,lifeless,7193,5,,1
17394,doživotí,lifetime,lˈaɪftaɪm,lifetime,7194,5,,1
17395,zesvětlit,lighten,lˈaɪʔn̩,lighten,7195,5,,1
17396,osvětlení,lighting,lˈaɪɾɪŋ,lighting,7196,5,,1
17397,rovněž,likewise,lˈaɪkwaɪz,likewise,7197,5,,1
17398,končetina,limb,lˈɪm,limb,7198,5,,1
17399,prádlo,linen,lˈɪnɪn,linen,7199,5,,1
17400,vložka,liner,lˈaɪnɚ,liner,7200,5,,1
17401,ling,ling,lˈɪŋ,ling,7201,5,,1
17402,prodlévat,linger,lˈɪŋɡɚ,linger,7202,5,,1
17403,posluchač,listener,lˈɪsənɚ,listener,7203,5,,1
17404,doslovný,literal,lˈɪɾɚɹəl,literal,7204,5,,1
17405,doslova,literally,lˈɪɾɚɹəli,literally,7205,5,,1
17406,smetí,litter,lˈɪɾɚ,litter,7206,5,,1
17407,barman,bartender,bˈɑːɹtɛndɚ,bartender,7207,5,,1
17408,bariéra,barrier,bˈæɹiɚ,barrier,7208,5,,1
17409,neplodný,barren,bˈæɹən,barren,7209,5,,1
17410,živobytí,living,lˈɪvɪŋ,living,7210,5,,1
17411,naložit,load,lˈoʊd,load,7211,5,,1
17412,víčko,lid,lˈɪd,lid,7212,5,,1
17413,lízat,lick,lˈɪk,lick,7213,5,,1
17414,liberální,liberal,lˈɪbɚɹəl,liberal,7214,5,,1
17415,jinak,lest,lˈɛst,lest,7215,5,,1
17416,prosakovat,leak,lˈiːk,leak,7216,5,,1
17417,unikat,leak,lˈiːk,leak,7217,5,,1
17418,štíhlý,lean,lˈiːn,lean,7218,5,,1
17419,skočit,leap,lˈiːp,leap,7219,5,,1
17420,učení,learning,lˈɜːnɪŋ,learning,7220,5,,1
17421,pronájem,lease,lˈiːs,lease,7221,5,,1
17422,řemínek,leash,lˈiːʃ,leash,7222,5,,1
17423,přednášející,lecturer,lˈɛktʃɚɹɚ,lecturer,7223,5,,1
17424,pórek,leek,lˈiːk,leek,7224,5,,1
17425,Bathhouse,bathhouse,bˈæθhaʊs,bathhouse,7225,5,,1
17426,půjčka,loan,lˈoʊn,loan,7226,5,,1
17427,legenda,legend,lˈɛdʒənd,legend,7227,5,,1
17428,uzákonit,legislate,lˈɛdʒɪslˌeɪt,legislate,7228,5,,1
17429,legislativa,legislation,lˌɛdʒɪslˈeɪʃən,legislation,7229,5,,1
17430,legislativní,legislative,lˈɛdʒɪslətˌɪv,legislative,7230,5,,1
17431,zákonodárce,legislator,lˈɛdʒɪslˌeɪɾɚ,legislator,7231,5,,1
17432,zákonodárný sbor,legislature,lˈɛdʒɪslətʃɚ,legislature,7232,5,,1
17433,legitimní,legitimate,lədʒˈɪɾᵻmət,legitimate,7233,5,,1
17434,neuspěchaný,leisurely,lˈiːʒɚli,leisurely,7234,5,,1
17435,prodloužit,lengthen,lˈɛŋθən,lengthen,7235,5,,1
17436,zdlouhavý,lengthy,lˈɛŋθi,lengthy,7236,5,,1
17437,leopard,leopard,lˈɛpɚd,leopard,7237,5,,1
17438,legendární,legendary,lˈɛdʒəndɚɹi,legendary,7238,5,,1
17439,lobby,lobby,lˈɑːbi,lobby,7239,5,,1
17440,osamělost,loneliness,lˈoʊnlinəs,loneliness,7240,5,,1
17441,tlakoměr,barometer,bɚɹˈɑːmɪɾɚ,barometer,7241,5,,1
17442,sídlo,mansion,mˈænʃən,mansion,7242,5,,1
17443,manuál,manual,mˈænjuːəl,manual,7243,5,,1
17444,manuální,manual,mˈænjuːəl,manual,7244,5,,1
17445,výroba,manufacture,mˌænjuːfˈæktʃɚ,manufacture,7245,5,,1
17446,vyrobit,manufacture,mˌænjuːfˈæktʃɚ,manufacture,7246,5,,1
17447,mistrovství,mastery,mˈæstɚɹi,mastery,7247,5,,1
17448,mistrovské dílo,masterpiece,mˈæstɚpˌiːs,masterpiece,7248,5,,1
17449,zvládnout,master,mˈæstɚ,master,7249,5,,1
17450,masér,masseur,mæsˈʊɹ,masseur,7250,5,,1
17451,masáž,massage,mɐsˈɑːʒ,massage,7251,5,,1
17452,manipulovat,manipulate,mənˈɪpjʊlˌeɪt,manipulate,7252,5,,1
17453,masakr,massacre,mˈæsəkɚ,massacre,7253,5,,1
11504,maska,mask,mˈæsk,mask,7254,5,,1
17454,bojové umění,martial art,mˈɑːɹʃəl ˈɑːɹt,martial_art,7255,5,,1
17455,marketing,marketing,mˈɑːɹkɪɾɪŋ,marketing,7256,5,,1
17456,okraj,margin,mˈɑːɹdʒɪn,margin,7257,5,,1
17457,zbankrotovaný,bankrupt,bˈæŋkɹʌpt,bankrupt,7258,5,,1
17458,maratón,marathon,mˈæɹəθˌɑːn,marathon,7259,5,,1
17459,instituce,institution,ˌɪnstɪtˈuːʃən,institution,7260,5,,1
17460,bankrot,bankruptcy,bˈæŋkɹʌptsi,bankruptcy,7261,5,,1
17461,výrobce,manufacturer,mˌænjuːfˈæktʃɚɹɚ,manufacturer,7262,5,,1
17462,výrobní,manufacturing,mˌænjuːfˈæktʃɚɹɪŋ,manufacturing,7263,5,,1
17463,hmota,mass,mˈæs,mass,7264,5,,1
17464,leták,leaflet,lˈiːflɪt,leaflet,7265,5,,1
17465,mango,mango,mˈæŋɡoʊ,mango,7266,5,,1
17466,malárie,malaria,mælˈɛɹiə,malaria,7267,5,,1
17467,stodola,barn,bˈɑːɹn,barn,7268,5,,1
17468,na dálku,long-distance,lˈɔŋdˈɪstəns,longdistance,7269,5,,1
17469,dlouhodobý,long-term,lˈɔŋtˈɜːm,longterm,7270,5,,1
17470,volně,loosely,lˈuːsli,loosely,7271,5,,1
17471,ječmen,barley,bˈɑːɹli,barley,7272,5,,1
17472,mizerný,lousy,lˈaʊsi,lousy,7273,5,,1
17473,štěkat,bark,bˈɑːɹk,bark,7274,5,,1
17474,vyjednávat,bargain,bˈɑːɹɡɪn,bargain,7275,5,,1
17475,spodní,lower,lˈoʊɚ,lower,7276,5,,1
17476,nížina,lowland,lˈoʊlənd,lowland,7277,5,,1
17477,máma,mamma,mˈæmə,mamma,7278,5,,1
17478,prostý,bare,bˈɛɹ,bare,7279,5,,1
17479,luxusní,luxurious,lʌɡʒˈʊɹɹiəs,luxurious,7280,5,,1
17480,text,lyrics,lˈɪɹɪks,lyrics,7281,5,,1
17481,holičství,barbershop,bˈɑːɹbɚʃˌɑːp,barbershop,7282,5,,1
17482,paní,madam,mˈædəm,madam,7283,5,,1
17483,madame,madame,mˈædəm,madame,7284,5,,1
17484,šílenství,madness,mˈædnəs,madness,7285,5,,1
17485,maestro,maestro,mˈaɪstɹoʊ,maestro,7286,5,,1
17486,zvětšit,magnify,mˈæɡnᵻfˌaɪ,magnify,7287,5,,1
17487,major,major,mˈeɪdʒɚ,major,7288,5,,1
17488,nemoc,malady,mˈælədi,malady,7289,5,,1
17489,bujný,lush,lˈʌʃ,lush,7290,5,,1
17490,bojiště,battlefield,bˈæɾəlfˌiːld,battlefield,7291,5,,1
17491,lukrativní,lucrative,lˈuːkɹətˌɪv,lucrative,7292,5,,1
17492,soudní spor,lawsuit,lˈɔːsuːt,lawsuit,7293,5,,1
17493,vynálezce,inventor,ɪnvˈɛntɚ,inventor,7294,5,,1
17494,uvozovky,inverted commas,ɪnvˈɜːɾᵻd kˈɑːməz,inverted_commas,7295,5,,1
17495,vyšetřovat,investigate,ɪnvˈɛstᵻɡˌeɪt,investigate,7296,5,,1
17496,vyšetřovatel,investigator,ɪnvˈɛstᵻɡˌeɪɾɚ,investigator,7297,5,,1
17497,investice,investment,ɪnvˈɛstmənt,investment,7298,5,,1
17498,investor,investor,ɪnvˈɛstɚ,investor,7299,5,,1
17499,neviditelný,invisible,ɪnvˈɪzᵻbəl,invisible,7300,5,,1
17500,lákavě,invitingly,ɪnvˈaɪɾɪŋli,invitingly,7301,5,,1
17501,vyvolat,invoke,ɪnvˈoʊk,invoke,7302,5,,1
17502,účast,involvement,ɪnvˈɑːlvmənt,involvement,7303,5,,1
17503,vždy,invariably,ɪnvˈɛɹɪəbli,invariably,7304,5,,1
17504,ironicky,ironically,aɪɹˈɑːnɪkli,ironically,7305,5,,1
17505,neodolatelný,irresistible,ɪɹᵻzˈɪstᵻbəl,irresistible,7306,5,,1
17506,neodolatelně,irresistibly,ɪɹᵻzˈɪstᵻbli,irresistibly,7307,5,,1
17507,nezodpovědný,irresponsible,ɪɹᵻspˈɑːnsᵻbəl,irresponsible,7308,5,,1
17508,podrážděný,irritated,ˈɪɹᵻtˌeɪɾᵻd,irritated,7309,5,,1
17509,dráždivý,irritating,ˈɪɹᵻtˌeɪɾɪŋ,irritating,7310,5,,1
17510,podráždění,irritation,ˌɪɹɪtˈeɪʃən,irritation,7311,5,,1
17511,ostrovan,islander,ˈaɪləndɚ,islander,7312,5,,1
17512,vydat,issue,ˈɪʃuː,issue,7313,5,,1
17513,kurzívou,italicise,ɪtˈælɪsˌaɪz,italicise,7314,5,,1
19606,svědění,itch,ˈɪtʃ,itch,7315,5,,1
17514,iracionální,irrational,ɪɹˈæʃənəl,irrational,7316,5,,1
17515,nacpat,jam,dʒˈæm,jam,7317,5,,1
17516,neměnný,invariable,ɪnvˈɛɹɪəbəl,invariable,7318,5,,1
17517,vetřelec,intruder,ɪntɹˈuːdɚ,intruder,7319,5,,1
17518,urážka,insult,ˈɪnsʌlt,insult,7320,5,,1
17519,urazit,insult,ˈɪnsʌlt,insult,7321,5,,1
17520,integrovat,integrate,ˈɪntᵻɡɹˌeɪt,integrate,7322,5,,1
17521,intelektuální,intellectual,ˌɪntəlˈɛktʃuːəl,intellectual,7323,5,,1
17522,intelektuál,intellectual,ˌɪntəlˈɛktʃuːəl,intellectual,7324,5,,1
17523,úmysl,intent,ɪntˈɛnt,intent,7325,5,,1
17524,interaktivní,interactive,ˌɪntɚɹˈæktɪv,interactive,7326,5,,1
17525,věci,belongings,bᵻlˈɔŋɪŋz,belongings,7327,5,,1
17526,zasahovat,interfere,ˌɪntəfˈɪɹ,interfere,7328,5,,1
17527,interiér,interior,ɪntˈɪɹiɚ,interior,7329,5,,1
17528,vniknutí,intrusion,ɪntɹˈuːʒən,intrusion,7330,5,,1
17529,mezilidské,interpersonal,ˌɪntɚpˈɜːsənəl,interpersonal,7331,5,,1
17530,výklad,interpretation,ɪntˌɜːpɹɪtˈeɪʃən,interpretation,7332,5,,1
17531,tlumočník,interpreter,ɪntˈɜːpɹɪɾɚ,interpreter,7333,5,,1
17532,přerušení,interruption,ˌɪntɚɹˈʌpʃən,interruption,7334,5,,1
17533,průsečík,intersection,ˌɪntɚsˈɛkʃən,intersection,7335,5,,1
17534,darmošlap,layabout,lˈeɪɐbˌaʊt,layabout,7336,5,,1
17535,nedostatečné,insufficient,ɪnsəfˈɪʃənt,insufficient,7337,5,,1
17536,níže,bellow,bˈɛloʊ,bellow,7338,5,,1
17537,intimní,intimate,ˈɪntᵻmət,intimate,7339,5,,1
17538,intranzitivní,intransitive,ɪntɹˈænsᵻtˌɪv,intransitive,7340,5,,1
17539,intravenózní,intravenous,ˌɪntɹəvˈiːnəs,intravenous,7341,5,,1
17540,interpretovat,interpret,ɪntˈɜːpɹɪt,interpret,7342,5,,1
17541,čelist,jaw,dʒˈɔː,jaw,7343,5,,1
17542,rušit,intrude,ɪntɹˈuːd,intrude,7344,5,,1
17543,ohrozit,jeopardise,dʒˈɛpɚdˌaɪz,jeopardise,7345,5,,1
17544,označení,label,lˈeɪbəl,label,7346,5,,1
17545,dělník,labourer,lˈeɪbɚɹɚ,labourer,7347,5,,1
17546,chromý,lame,lˈeɪm,lame,7348,5,,1
17547,kopí,lance,lˈæns,lance,7349,5,,1
17548,okruh (závodu),lap,lˈæp,lap,7350,5,,1
17549,trávník,lawn,lˈɔːn,lawn,7351,5,,1
17550,zákonodárce,lawmaker,lˈɔːmeɪkɚ,lawmaker,7352,5,,1
17551,láva,lava,lˈɑːvə,lava,7353,5,,1
17552,žárlivě,jealously,dʒˈɛləsli,jealously,7354,5,,1
17553,prádelna,laundry,lˈɔːndɹi,laundry,7355,5,,1
17554,druhý ze dvou,latter,lˈæɾɚ,latter,7356,5,,1
17555,beagle,beagle,bˈiːɡəl,beagle,7357,5,,1
17556,zobák,beak,bˈiːk,beak,7358,5,,1
17557,přistání,landing,lˈændɪŋ,landing,7359,5,,1
17558,na poslední chvíli,last-minute,lˈæstmˈɪnɪt,lastminute,7360,5,,1
17559,bytná,landlady,lˈændleɪdi,landlady,7361,5,,1
17560,naposledy,lastly,lˈæstli,lastly,7362,5,,1
17561,paprsek,beam,bˈiːm,beam,7363,5,,1
17562,na poslední chvíli,last minute,lˈæst mˈɪnɪt,last_minute,7364,5,,1
17563,laser,laser,lˈeɪzɚ,laser,7365,5,,1
17564,skotačit,lark,lˈɑːɹk,lark,7366,5,,1
17565,sesuv půdy,landslide,lˈændslaɪd,landslide,7367,5,,1
17566,známý,known,nˈoʊn,known,7368,5,,1
17567,vědomě,knowingly,nˈoʊɪŋli,knowingly,7369,5,,1
17568,notebook,laptop,lˈæptɑːp,laptop,7370,5,,1
17569,ložisko,bearing,bˈɛɹɪŋ,bearing,7371,5,,1
17570,uzel,knot,nˈɑːt,knot,7372,5,,1
17571,klokan,kangaroo,kˈæŋɡɐɹˌuː,kangaroo,7373,5,,1
17572,ospravedlnit,justify,dʒˈʌstᵻfˌaɪ,justify,7374,5,,1
17573,jury,jury,dʒˈʊɹɹi,jury,7375,5,,1
17574,karaoke,karaoke,kˌæɹɪˈoʊki,karaoke,7376,5,,1
17575,porotce,juror,dʒjˈʊɹɹɚ,juror,7377,5,,1
17576,nekvalitní potraviny,junk food,dʒˈʌŋk fˈuːd,junk_food,7378,5,,1
17577,džudo,judo,dʒˈuːdoʊ,judo,7379,5,,1
17578,horlivý,keen,kˈiːn,keen,7380,5,,1
17579,brankář,keeper,kˈiːpɚ,keeper,7381,5,,1
17580,kloub,joint,dʒˈɔɪnt,joint,7382,5,,1
17581,petrolej,kerosene,kˈɛɹəsˌiːn,kerosene,7383,5,,1
17582,stisknutí klávesy,keystroke,kˈiːstɹoʊk,keystroke,7384,5,,1
17583,zkrášlit,beautify,bjˈuːɾᵻfˌaɪ,beautify,7385,5,,1
17584,porazit,beat,bˈiːt,beat,7386,5,,1
17585,běhat,jog,dʒˈɑːɡ,jog,7387,5,,1
17586,klenotník,jeweller,dʒˈuːəlɚ,jeweller,7388,5,,1
17587,klečet,kneel,nˈiːl,kneel,7389,5,,1
17588,žurnalistika,journalism,dʒˈɜːnəlˌɪzəm,journalism,7390,5,,1
17589,estetický,aesthetic,ɛsθˈɛɾɪk,aesthetic,7391,5,,1
17590,esteticky,aesthetically,ɛsθˈɛɾɪkli,aesthetically,7392,5,,1
17591,zkoumat,scrutinise,skɹˈuːtɪnˌaɪz,scrutinise,7393,5,,1
17592,troubit,honk,hˈɔŋk,honk,7394,5,,1
17593,spontánně,spontaneously,spɑːntˈeɪniəsli,spontaneously,7395,5,,1
17594,vtípek,quip,kwˈɪp,quip,7396,5,,1
17595,vtípkovat,quip,kwˈɪp,quip,7397,5,,1
17596,woo,woo,wˈuː,woo,7398,5,,1
17597,věrohodný,plausible,plˈɔːzᵻbəl,plausible,7399,5,,1
17598,pravděpodobnost,plausibility,plˌɔːzᵻbˈɪlᵻɾi,plausibility,7400,5,,1
17599,věrohodně,plausibly,plˈɔːzᵻbli,plausibly,7401,5,,1
17600,instinktivní,instinctive,ɪnstˈɪŋktɪv,instinctive,7402,5,,1
17601,instinktivně,instinctively,ɪnstˈɪŋktɪvli,instinctively,7403,5,,1
17602,stylistický,stylistic,staɪlˈɪstɪk,stylistic,7404,5,,1
17603,stylisticky,stylistically,staɪlˈɪstɪkli,stylistically,7405,5,,1
17604,dědictví,inheritance,ɪnhˈɛɹɪtəns,inheritance,7406,5,,1
17605,vlastní,inherent,ɪnhˈiəɹənt,inherent,7407,5,,1
17606,ze své podstaty,inherently,ɪnhˈiəɹəntli,inherently,7408,5,,1
17607,zkoumání,scrutiny,skɹˈuːtɪni,scrutiny,7409,5,,1
17608,spontánní,spontaneous,spɑːntˈeɪniəs,spontaneous,7410,5,,1
17609,troubení,honk,hˈɔŋk,honk,7411,5,,1
17610,kritérií,criteria,kɹaɪtˈiəɹɪə,criteria,7412,5,,1
17611,inovační,innovative,ˈɪnəvˌeɪɾɪv,innovative,7413,5,,1
17612,provokativní,provocative,pɹəvˈɑːkətˌɪv,provocative,7414,5,,1
17613,provokativně,provocatively,pɹəvˈɑːkətˌɪvli,provocatively,7415,5,,1
17614,sevřít,clench,klˈɛntʃ,clench,7416,5,,1
17615,smlouvat,haggle,hˈæɡəl,haggle,7417,5,,1
17616,opovržení,scorn,skˈɔːɹn,scorn,7418,5,,1
17617,pohrdavý,scornful,skˈɔːɹnfəl,scornful,7419,5,,1
17618,opovržlivě,scornfully,skˈɔːɹnfəli,scornfully,7420,5,,1
17619,provokovat,provoke,pɹəvˈoʊk,provoke,7421,5,,1
17620,animovaně,animatedly,ˈænɪmˌeɪɾɪdli,animatedly,7422,5,,1
17621,zatemnit,obscure,əbskjˈʊɹ,obscure,7423,5,,1
17622,povrchně,superficially,sˈuːpɚfˈɪʃəli,superficially,7424,5,,1
17623,nezřetelně,obscurely,əbskjˈʊɹli,obscurely,7425,5,,1
17624,póza,pose,pˈoʊz,pose,7426,5,,1
17625,nadmořská výška,elevation,ˌɛlɪvˈeɪʃən,elevation,7427,5,,1
17626,obskurní,obscure,əbskjˈʊɹ,obscure,7428,5,,1
17627,inovace,innovation,ˌɪnəvˈeɪʃən,innovation,7429,5,,1
17628,vitalita,vitality,vaɪtˈælᵻɾi,vitality,7430,5,,1
17629,upřímný,candid,kˈændɪd,candid,7431,5,,1
17630,znalec,connoisseur,kˌɑːnəsˈʊɹ,connoisseur,7432,5,,1
17631,abstrakce,abstraction,ɐbstɹˈækʃən,abstraction,7433,5,,1
17632,rapl,tantrum,tˈæntɹəm,tantrum,7434,5,,1
17633,vyřadit,discard,dɪskˈɑːɹd,discard,7435,5,,1
17634,osudovost,fatality,feɪtˈælᵻɾi,fatality,7436,5,,1
17635,upřímně,candidly,kˈændɪdli,candidly,7437,5,,1
17636,ztuhnout,stiffen,stˈɪfən,stiffen,7438,5,,1
17637,lichotit,flatter,flˈæɾɚ,flatter,7439,5,,1
17638,lichocení,flattery,flˈæɾɚɹi,flattery,7440,5,,1
17639,bezcílný,aimless,ˈeɪmləs,aimless,7441,5,,1
17640,bezcílně,aimlessly,ˈeɪmləsli,aimlessly,7442,5,,1
17641,bezvýznamný,meaningless,mˈiːnɪŋləs,meaningless,7443,5,,1
17642,nesmyslně,meaninglessly,mˈiːnɪŋləsli,meaninglessly,7444,5,,1
17643,zalesněný,wooded,wˈʊdᵻd,wooded,7445,5,,1
17644,povrchní,superficial,sˈuːpɚfˈɪʃəl,superficial,7446,5,,1
17645,divergentní,divergent,daɪvˈɜːdʒənt,divergent,7447,5,,1
17646,stroze,baldly,bˈɔːldli,baldly,7448,5,,1
17647,hluboce,profoundly,pɹəfˈaʊndli,profoundly,7449,5,,1
17648,hluboký,profound,pɹəfˈaʊnd,profound,7450,5,,1
17649,vítězně,victoriously,vɪktˈɔːɹiəsli,victoriously,7451,5,,1
17650,vítězný,victorious,vɪktˈɔːɹiəs,victorious,7452,5,,1
17651,protivník,adversary,ˈædvɚsɚɹi,adversary,7453,5,,1
17652,ovce,ewe,jˈuː,ewe,7454,5,,1
17653,jalovice,heifer,hˈɛfɚ,heifer,7455,5,,1
17654,lýtko,calf,kˈæf,calf,7456,5,,1
17655,akr,acre,ˈeɪkɚ,acre,7457,5,,1
17656,blaho,bliss,blˈɪs,bliss,7458,5,,1
17657,šnek,snail,snˈeɪl,snail,7459,5,,1
17658,vousatý,bearded,bˈɪɹdᵻd,bearded,7460,5,,1
17659,unisono,unison,jˈuːnɪsən,unison,7461,5,,1
17660,váhat,dither,dˈɪðɚ,dither,7462,5,,1
17661,trik,ploy,plˈɔɪ,ploy,7463,5,,1
17662,výdrž,stamina,stˈæmɪnə,stamina,7464,5,,1
17663,trampolína,trampoline,tɹˈæmpəlˌiːn,trampoline,7465,5,,1
17664,pohovka,settee,sɛtˈiː,settee,7466,5,,1
17665,obavami,apprehensive,ˌæpɹihˈɛnsɪv,apprehensive,7467,5,,1
17666,chaoticky,chaotically,keɪˈɑːɾɪkli,chaotically,7468,5,,1
17667,temperamentní,bubbly,bˈʌbli,bubbly,7469,5,,1
17668,fialový,violet,vˈaɪəlɪt,violet,7470,5,,1
17669,pocákat,splatter,splˈæɾɚ,splatter,7471,5,,1
17670,únavně,tediously,tˈiːdiəsli,tediously,7472,5,,1
17671,montérky,overalls,ˌoʊvɚɹˈɔːlz,overalls,7473,5,,1
17672,profesionalita,professionalism,pɹəfˈɛʃənəlˌɪzəm,professionalism,7474,5,,1
17673,umělecky,artistically,ɑːɹtˈɪstɪkli,artistically,7475,5,,1
17674,popularizace,popularization,pˌɑːpjʊlɚɹᵻzˈeɪʃən,popularization,7476,5,,1
17675,divergence,divergence,daɪvˈɜːdʒəns,divergence,7477,5,,1
17676,rozcházet se,diverge,daɪvˈɜːdʒ,diverge,7478,5,,1
17677,nepostradatelný,indispensable,ˌɪndɪspˈɛnsəbəl,indispensable,7479,5,,1
17678,lékárna,dispensary,dɪspˈɛnsɚɹi,dispensary,7480,5,,1
17679,postradatelný,dispensable,dɪspˈɛnsəbəl,dispensable,7481,5,,1
17680,vydávat,dispense,dɪspˈɛns,dispense,7482,5,,1
17681,lepkavý,clammy,klˈæmi,clammy,7483,5,,1
17682,vydra,otter,ˈɑːɾɚ,otter,7484,5,,1
17683,nádoba,utensil,juːtˈɛnsəl,utensil,7485,5,,1
17684,fyzička,physique,fɪzˈiːk,physique,7486,5,,1
17685,frakce,faction,fˈækʃən,faction,7487,5,,1
17686,zlomek,fraction,fɹˈækʃən,fraction,7488,5,,1
17687,genom,genome,dʒˈiːnoʊm,genome,7489,5,,1
17688,zvěčnit,immortalize,ɪmˈɔːɹɾəlˌaɪz,immortalize,7490,5,,1
17689,exodus,exodus,ˈɛksədəs,exodus,7491,5,,1
17690,shodit ze sebe,shed,ʃˈɛd,shed,7492,5,,1
17691,chlubit se,boast,bˈoʊst,boast,7493,5,,1
17692,přejít k čemu,lapse,lˈæps,lapse,7494,5,,1
17693,nekonečná,ceaseless,sˈiːsləs,ceaseless,7495,5,,1
17694,neustále,ceaselessly,sˈiːsləsli,ceaselessly,7496,5,,1
17695,vyvrcholení,climax,klˈaɪmæks,climax,7497,5,,1
17696,prasknout,burst,bˈɜːst,burst,7498,5,,1
17697,vrcholný,climactic,klaɪmˈæktɪk,climactic,7499,5,,1
17698,rvačka,scramble,skɹˈæmbəl,scramble,7500,5,,1
17699,propadnout,forfeit,fˈɔːɹfɪt,forfeit,7501,5,,1
17700,škubnutí,twitch,twˈɪtʃ,twitch,7502,5,,1
17701,trhnout,twitch,twˈɪtʃ,twitch,7503,5,,1
17702,intelekt,intellect,ˈɪntəlˌɛkt,intellect,7504,5,,1
17703,klesání,descent,dᵻsˈɛnt,descent,7505,5,,1
17704,antiklimatická,anticlimactic,ˌæntɪklaɪmˈæktɪk,anticlimactic,7506,5,,1
17705,posloupnost,succession,səksˈɛʃən,succession,7507,5,,1
11506,švihnutí,flick,flˈɪk,flick,7508,5,,1
17706,tvrdit,allege,ɐlˈɛdʒ,allege,7509,5,,1
17707,úplatek,bribe,bɹˈaɪb,bribe,7510,5,,1
17708,uplácet,bribe,bɹˈaɪb,bribe,7511,5,,1
15658,podplácení,bribery,bɹˈaɪbɚɹi,bribery,7512,5,,1
16480,zařazení,inclusion,ɪŋklˈuːʒən,inclusion,7513,5,,1
17709,včetně,inclusive,ɪŋklˈuːsɪv,inclusive,7514,5,,1
17710,včetně,inclusively,ɪŋklˈuːsɪvli,inclusively,7515,5,,1
17711,nepřesvědčivé,unconvincing,ʌŋkənvˈɪnsɪŋ,unconvincing,7516,5,,1
17712,nepřesvědčivě,unconvincingly,ʌŋkənvˈɪnsɪŋli,unconvincingly,7517,5,,1
